timestamp,cpu_usage,memory_usage,network_traffic,disk_io,response_time,error_rate,is_anomaly
2024-01-01 03:10:00,31.72,72.99,224.74,77.37,186.51,1.44,0
2024-01-01 03:15:00,46.97,63.07,279.43,100.32,104.33,0.72,0
2024-01-01 03:20:00,52.38,63.99,204.94,91.91,139.54,1.2,0
2024-01-01 03:25:00,46.71,46.46,191.33,73.74,147.85,0.7,0
2024-01-01 03:30:00,86.08,93.3,917.99,66.12,69.83,30.88,1
2024-01-01 03:35:00,41.99,53.5,995.97,83.07,1844.09,0.82,1
2024-01-01 03:40:00,30.21,66.62,166.87,103.88,125.59,0.38,0
2024-01-01 03:45:00,37.8,68.57,204.81,99.87,178.45,0.87,0
2024-01-01 03:50:00,40.39,43.4,218.03,89.98,128.79,1.92,0
2024-01-01 03:55:00,55.57,59.82,208.39,104.04,125.46,1.89,0
2024-01-01 04:00:00,48.44,68.97,218.3,120.8,174.52,1.24,0
2024-01-01 04:05:00,27.37,58.51,217.35,107.88,101.46,0.93,0
2024-01-01 04:10:00,48.24,65.83,129.12,97.57,87.86,1.15,0
2024-01-01 04:15:00,41.15,62.81,225.47,118.56,139.15,1.16,0
2024-01-01 04:20:00,38.23,62.73,173.16,80.8,106.57,0.98,0
2024-01-01 04:25:00,51.12,57.83,156.17,95.5,107.71,1.22,0
2024-01-01 04:30:00,55.31,50.27,155.82,95.98,167.2,1.1,0
2024-01-01 04:35:00,54.31,51.03,217.34,75.26,176.28,0.84,0
2024-01-01 04:40:00,36.61,65.67,191.1,91.6,173.67,0.4,0
2024-01-01 04:45:00,41.91,60.16,132.72,58.5,183.26,0.77,0
2024-01-01 04:50:00,48.31,58.89,219.12,138.24,187.23,1.4,0
2024-01-01 04:55:00,54.76,56.61,142.42,81.25,86.14,0.98,0
2024-01-01 05:00:00,40.21,57.56,205.59,131.72,163.51,1.15,0
2024-01-01 05:05:00,43.14,68.38,209.54,100.76,134.11,0.86,0
2024-01-01 05:10:00,33.94,57.32,235.42,111.3,127.58,0.47,0
2024-01-01 05:15:00,33.04,49.27,271.27,90.22,166.81,0.88,0
2024-01-01 05:20:00,53.13,65.95,145.41,104.16,98.09,0.49,0
2024-01-01 05:25:00,58.56,58.36,197.9,113.01,97.47,0.46,0
2024-01-01 05:30:00,44.28,60.25,188.95,113.29,169.01,1.6,0
2024-01-01 05:35:00,55.04,72.86,217.35,115.5,164.63,0.79,0
2024-01-01 05:40:00,48.62,59.84,208.63,92.63,154.1,0.63,0
2024-01-01 05:45:00,38.55,62.31,185.9,90.39,123.6,1.81,0
2024-01-01 05:50:00,48.61,50.57,182.36,68.12,172.31,1.41,0
2024-01-01 05:55:00,60.38,58.24,155.34,110.46,170.41,0.81,0
2024-01-01 06:00:00,44.64,64.88,239.51,121.65,152.56,1.21,0
2024-01-01 06:05:00,60.65,47.56,218.37,132.32,114.68,0.88,0
2024-01-01 06:10:00,18.8,61.61,236.71,106.1,137.24,0.65,0
2024-01-01 06:15:00,53.22,60.81,187.58,84.67,175.14,1.24,0
2024-01-01 06:20:00,45.87,60.33,173.73,66.06,189.82,0.84,0
2024-01-01 06:25:00,42.01,68.3,156.87,492.53,140.2,83.71,1
2024-01-01 06:30:00,45.92,62.68,214.36,64.07,142.51,1.51,0
2024-01-01 06:35:00,25.12,71.82,158.41,93.19,145.15,1.46,0
2024-01-01 06:40:00,42.8,52.05,273.95,95.51,158.25,0.72,0
2024-01-01 06:45:00,48.57,61.09,147.69,98.61,132.57,1.24,0
2024-01-01 06:50:00,59.78,60.68,210.95,100.72,63.17,0.44,0
2024-01-01 06:55:00,39.82,51.45,262.67,102.76,185.78,1.23,0
2024-01-01 07:00:00,36.92,67.65,223.96,51.69,203.84,1.07,0
2024-01-01 07:05:00,39.98,78.6,207.03,100.29,131.63,1.19,0
2024-01-01 07:10:00,54.15,59.86,161.26,55.41,118.0,0.85,0
2024-01-01 07:15:00,48.29,64.04,144.73,114.64,145.89,2.04,0
2024-01-01 07:20:00,39.7,60.68,230.8,88.9,144.37,0.55,0
2024-01-01 07:25:00,50.13,54.29,260.25,56.86,179.87,1.49,0
2024-01-01 07:30:00,45.97,45.43,182.45,83.72,151.64,0.48,0
2024-01-01 07:35:00,54.69,54.35,154.44,88.6,126.22,1.25,0
2024-01-01 07:40:00,37.98,48.86,101.67,123.81,110.45,1.29,0
2024-01-01 07:45:00,41.72,73.63,160.77,103.93,175.97,1.03,0
2024-01-01 07:50:00,41.08,59.08,195.45,106.89,167.99,0.75,0
2024-01-01 07:55:00,30.36,57.23,263.96,123.62,181.82,1.07,0
2024-01-01 08:00:00,47.96,67.11,226.93,98.08,120.95,1.13,0
2024-01-01 08:05:00,47.61,51.03,212.2,115.08,205.15,1.89,0
2024-01-01 08:10:00,45.05,53.87,184.0,113.68,97.69,0.56,0
2024-01-01 08:15:00,42.65,60.54,176.67,74.27,171.29,0.72,0
2024-01-01 08:20:00,30.85,68.23,256.23,129.46,92.71,1.14,0
2024-01-01 08:25:00,40.79,64.01,208.03,71.59,126.29,0.87,0
2024-01-01 08:30:00,41.57,61.99,115.9,118.35,196.83,0.95,0
2024-01-01 08:35:00,36.98,60.62,173.06,69.66,174.94,1.54,0
2024-01-01 08:40:00,43.39,63.2,165.67,112.02,133.61,0.0,0
2024-01-01 08:45:00,49.04,61.61,178.15,137.24,134.43,0.7,0
2024-01-01 08:50:00,63.86,51.76,222.52,95.74,153.02,0.13,0
2024-01-01 08:55:00,46.75,60.37,195.7,94.87,165.42,0.4,0
2024-01-01 09:00:00,47.58,51.41,196.93,112.21,187.55,2.2,0
2024-01-01 09:05:00,44.26,60.65,252.54,93.41,136.31,1.3,0
2024-01-01 09:10:00,25.81,56.15,172.14,136.37,101.65,1.48,0
2024-01-01 09:15:00,44.73,80.32,274.57,103.84,154.71,0.96,0
2024-01-01 09:20:00,45.6,59.68,173.15,93.6,136.28,1.38,0
2024-01-01 09:25:00,69.63,48.77,203.57,89.19,110.98,0.12,0
2024-01-01 09:30:00,43.08,58.93,188.75,81.34,158.93,1.52,0
2024-01-01 09:35:00,48.02,64.15,204.94,87.44,143.61,0.59,0
2024-01-01 09:40:00,44.65,73.39,217.78,92.99,159.2,0.73,0
2024-01-01 09:45:00,33.31,55.28,217.35,90.25,123.17,1.25,0
2024-01-01 09:50:00,56.43,47.34,169.88,86.84,164.6,1.16,0
2024-01-01 09:55:00,52.52,66.53,155.08,141.98,110.49,1.04,0
2024-01-01 10:00:00,52.91,48.96,300.13,79.4,125.17,0.32,0
2024-01-01 10:05:00,35.91,56.51,180.64,102.93,142.71,1.05,0
2024-01-01 10:10:00,59.03,57.94,227.97,111.85,202.25,1.48,0
2024-01-01 10:15:00,30.98,59.44,135.69,112.6,173.54,0.73,0
2024-01-01 10:20:00,50.87,65.51,188.82,98.83,182.32,1.66,0
2024-01-01 10:25:00,66.9,54.53,194.91,95.19,192.51,0.56,0
2024-01-01 10:30:00,35.09,57.81,218.91,109.03,258.08,1.0,0
2024-01-01 10:35:00,39.34,59.89,91.1,105.33,151.25,1.77,0
2024-01-01 10:40:00,46.0,61.2,206.65,94.82,192.61,0.66,0
2024-01-01 10:45:00,39.97,60.78,154.01,68.76,180.38,1.53,0
2024-01-01 10:50:00,29.49,63.49,212.97,90.64,179.88,1.99,0
2024-01-01 10:55:00,45.69,66.75,158.55,77.07,203.23,1.09,0
2024-01-01 11:00:00,34.38,63.14,165.78,86.66,137.42,0.74,0
2024-01-01 11:05:00,49.74,63.63,189.05,100.66,135.04,0.61,0
2024-01-01 11:10:00,35.81,47.34,157.91,107.17,159.59,1.65,0
2024-01-01 11:15:00,60.5,60.4,180.98,135.61,144.52,1.64,0
2024-01-01 11:20:00,37.17,63.84,152.26,89.25,159.56,1.72,0
2024-01-01 11:25:00,41.78,65.83,126.67,115.49,196.88,0.98,0
2024-01-01 11:30:00,53.14,54.46,240.72,106.12,135.66,1.52,0
2024-01-01 11:35:00,32.69,54.73,148.16,125.92,140.86,0.98,0
2024-01-01 11:40:00,47.27,55.41,192.85,111.52,155.23,0.56,0
2024-01-01 11:45:00,58.07,64.29,230.12,79.83,143.15,1.56,0
2024-01-01 11:50:00,28.93,68.27,175.4,65.54,92.58,1.82,0
2024-01-01 11:55:00,46.85,56.74,166.99,106.23,132.6,0.49,0
2024-01-01 12:00:00,47.6,67.26,209.05,89.43,170.62,0.48,0
2024-01-01 12:05:00,52.82,60.99,244.72,80.39,193.13,1.02,0
2024-01-01 12:10:00,32.63,59.01,854.96,74.65,1982.53,1.48,1
2024-01-01 12:15:00,31.8,58.31,193.99,103.22,115.22,0.43,0
2024-01-01 12:20:00,50.22,65.97,130.7,130.15,150.91,1.11,0
2024-01-01 12:25:00,47.97,62.6,184.27,91.83,87.73,0.7,0
2024-01-01 12:30:00,47.5,78.21,201.37,111.81,136.65,1.35,0
2024-01-01 12:35:00,48.46,53.18,165.82,97.95,97.92,0.6,0
2024-01-01 12:40:00,38.2,64.14,181.72,74.21,191.07,1.39,0
2024-01-01 12:45:00,47.32,55.77,143.67,114.7,126.92,0.92,0
2024-01-01 12:50:00,47.93,53.05,203.08,78.11,199.59,0.53,0
2024-01-01 12:55:00,37.86,59.91,242.23,100.43,183.41,1.03,0
2024-01-01 13:00:00,63.66,61.1,156.11,93.17,130.61,0.03,0
2024-01-01 13:05:00,49.74,83.35,175.09,117.86,117.84,0.72,0
2024-01-01 13:10:00,33.09,58.53,220.1,78.84,144.19,1.17,0
2024-01-01 13:15:00,51.57,50.96,248.48,107.82,146.86,0.11,0
2024-01-01 13:20:00,35.25,62.18,140.27,83.2,160.38,0.0,0
2024-01-01 13:25:00,52.87,43.4,193.25,89.78,126.7,0.0,0
2024-01-01 13:30:00,56.59,59.26,211.33,27.3,172.39,1.66,0
2024-01-01 13:35:00,36.79,60.13,195.92,141.84,157.96,0.96,0
2024-01-01 13:40:00,54.63,66.36,100.93,111.01,139.79,0.73,0
2024-01-01 13:45:00,49.13,67.79,220.04,84.65,128.64,1.47,0
2024-01-01 13:50:00,53.22,55.97,260.77,77.51,144.45,0.8,0
2024-01-01 13:55:00,63.97,58.8,204.67,90.09,125.49,1.13,0
2024-01-01 14:00:00,42.55,53.87,158.76,114.34,151.75,1.01,0
2024-01-01 14:05:00,37.46,50.98,179.47,62.16,152.56,0.76,0
2024-01-01 14:10:00,36.1,62.48,270.8,97.17,157.85,1.15,0
2024-01-01 14:15:00,36.84,49.81,236.4,135.41,202.99,1.39,0
2024-01-01 14:20:00,44.23,56.68,225.6,77.32,146.03,0.91,0
2024-01-01 14:25:00,48.41,52.04,214.26,101.61,180.14,0.77,0
2024-01-01 14:30:00,47.77,64.4,173.55,144.07,156.89,0.83,0
2024-01-01 14:35:00,53.27,74.41,191.98,112.64,142.85,0.0,0
2024-01-01 14:40:00,45.13,49.59,196.88,102.52,146.43,1.14,0
2024-01-01 14:45:00,59.54,45.18,221.98,110.13,148.24,0.4,0
2024-01-01 14:50:00,42.35,59.0,260.36,91.98,158.39,1.31,0
2024-01-01 14:55:00,72.2,60.13,244.73,416.1,121.22,56.66,1
2024-01-01 15:00:00,51.26,61.75,143.22,92.01,106.04,1.05,0
2024-01-01 15:05:00,36.43,56.43,208.96,60.82,169.63,1.35,0
2024-01-01 15:10:00,34.29,58.39,229.47,92.17,176.94,0.54,0
2024-01-01 15:15:00,49.82,62.94,224.75,80.67,172.37,1.18,0
2024-01-01 15:20:00,42.77,68.32,174.83,94.38,154.65,1.13,0
2024-01-01 15:25:00,52.14,44.36,316.56,94.82,173.02,0.91,0
2024-01-01 15:30:00,49.73,57.05,148.92,123.95,171.4,0.54,0
2024-01-01 15:35:00,44.27,61.71,156.67,113.91,173.63,1.3,0
2024-01-01 15:40:00,36.53,52.66,209.34,105.27,124.21,1.35,0
2024-01-01 15:45:00,29.85,73.85,284.67,99.94,117.09,1.06,0
2024-01-01 15:50:00,40.53,54.92,166.55,78.82,138.34,0.46,0
2024-01-01 15:55:00,53.56,59.67,189.37,56.38,149.48,0.74,0
2024-01-01 16:00:00,47.14,64.45,243.09,102.26,142.74,0.97,0
2024-01-01 16:05:00,98.23,99.16,199.29,115.89,93.7,1.34,1
2024-01-01 16:10:00,46.73,45.23,186.62,97.83,201.65,0.21,0
2024-01-01 16:15:00,48.85,56.57,222.63,89.3,141.78,0.72,0
2024-01-01 16:20:00,36.16,68.24,210.9,109.29,155.18,0.8,0
2024-01-01 16:25:00,46.54,57.3,241.22,98.33,187.34,0.96,0
2024-01-01 16:30:00,45.58,53.23,251.66,133.71,79.65,0.35,0
2024-01-01 16:35:00,33.57,67.41,212.28,124.65,134.65,0.89,0
2024-01-01 16:40:00,48.58,57.35,211.67,119.19,138.39,0.84,0
2024-01-01 16:45:00,50.61,55.92,208.56,115.15,139.91,0.48,0
2024-01-01 16:50:00,55.83,61.2,219.57,74.2,144.8,0.94,0
2024-01-01 16:55:00,55.54,66.17,202.21,113.26,193.41,0.73,0
2024-01-01 17:00:00,31.22,79.05,199.98,107.53,170.2,1.25,0
2024-01-01 17:05:00,35.62,66.62,247.87,112.13,178.74,0.56,0
2024-01-01 17:10:00,50.15,69.28,260.64,109.85,151.41,1.04,0
2024-01-01 17:15:00,50.14,55.95,139.7,109.06,108.02,0.6,0
2024-01-01 17:20:00,50.15,51.79,200.4,154.02,87.61,0.7,0
2024-01-01 17:25:00,83.53,60.5,172.45,98.48,104.12,1.15,0
2024-01-01 17:30:00,50.71,60.86,187.56,118.73,160.79,1.12,0
2024-01-01 17:35:00,56.36,51.37,216.1,90.58,150.95,0.79,0
2024-01-01 17:40:00,54.54,58.6,226.78,115.81,143.7,0.87,0
2024-01-01 17:45:00,51.51,63.19,195.51,118.79,138.94,0.27,0
2024-01-01 17:50:00,41.85,62.88,123.47,107.29,210.35,1.7,0
2024-01-01 17:55:00,52.59,64.03,161.4,133.38,125.31,1.34,0
2024-01-01 18:00:00,37.27,62.33,235.86,82.31,177.83,1.33,0
2024-01-01 18:05:00,42.63,55.94,90.38,90.26,150.06,0.2,0
2024-01-01 18:10:00,40.15,55.89,247.5,104.25,148.17,0.7,0
2024-01-01 18:15:00,45.82,50.41,220.85,117.62,185.3,0.83,0
2024-01-01 18:20:00,68.15,74.28,252.65,103.59,193.88,0.03,0
2024-01-01 18:25:00,26.33,60.11,192.06,125.72,142.81,1.44,0
2024-01-01 18:30:00,51.86,58.2,117.54,86.77,173.98,1.73,0
2024-01-01 18:35:00,28.87,52.57,217.21,77.19,160.92,2.03,0
2024-01-01 18:40:00,40.28,83.49,250.99,495.39,150.22,88.05,1
2024-01-01 18:45:00,55.89,51.41,236.99,98.46,156.13,1.06,0
2024-01-01 18:50:00,45.64,56.57,173.49,110.86,129.36,1.66,0
2024-01-01 18:55:00,34.22,63.33,203.47,99.45,140.82,0.87,0
2024-01-01 19:00:00,37.85,64.8,178.69,93.2,132.58,0.72,0
2024-01-01 19:05:00,92.74,91.6,167.23,98.5,177.04,0.07,1
2024-01-01 19:10:00,37.7,74.46,238.22,100.58,147.14,1.57,0
2024-01-01 19:15:00,47.16,64.05,152.1,93.9,111.07,0.99,0
2024-01-01 19:20:00,92.0,91.21,164.25,95.94,128.3,0.64,1
2024-01-01 19:25:00,38.48,57.94,155.84,91.93,54.02,1.14,0
2024-01-01 19:30:00,66.44,62.46,140.39,117.13,135.17,1.08,0
2024-01-01 19:35:00,51.34,76.55,205.86,103.88,151.13,1.08,0
2024-01-01 19:40:00,24.75,48.82,246.46,145.14,145.92,0.89,0
2024-01-01 19:45:00,46.86,69.62,192.6,103.21,209.4,1.81,0
2024-01-01 19:50:00,38.38,61.44,139.77,88.98,167.25,0.93,0
2024-01-01 19:55:00,53.52,66.7,233.6,153.41,165.91,1.81,0
2024-01-01 20:00:00,37.07,59.18,267.43,451.02,100.7,68.26,1
2024-01-01 20:05:00,43.85,53.26,174.15,119.8,139.06,1.18,0
2024-01-01 20:10:00,50.05,66.01,180.86,111.84,135.4,0.94,0
2024-01-01 20:15:00,53.66,65.24,220.63,112.46,126.42,1.49,0
2024-01-01 20:20:00,33.0,67.78,264.87,110.71,126.0,1.06,0
2024-01-01 20:25:00,41.65,59.89,179.21,77.96,95.76,0.53,0
2024-01-01 20:30:00,40.25,55.2,146.7,107.35,111.72,0.52,0
2024-01-01 20:35:00,38.47,47.53,225.26,73.5,176.22,1.21,0
2024-01-01 20:40:00,62.65,66.55,231.96,96.51,145.71,0.55,0
2024-01-01 20:45:00,49.05,63.39,200.25,85.49,134.81,0.97,0
2024-01-01 20:50:00,32.39,52.27,177.67,107.15,149.84,1.53,0
2024-01-01 20:55:00,54.18,55.69,239.78,106.68,185.02,1.15,0
2024-01-01 21:00:00,66.22,56.27,221.12,109.62,150.13,0.64,0
2024-01-01 21:05:00,55.32,48.14,169.26,105.75,166.21,1.7,0
2024-01-01 21:10:00,29.81,53.46,201.96,87.86,124.6,1.27,0
2024-01-01 21:15:00,40.16,50.93,145.93,94.78,131.44,1.51,0
2024-01-01 21:20:00,57.67,56.7,227.44,118.41,160.62,0.0,0
2024-01-01 21:25:00,37.92,54.09,189.51,121.36,206.78,1.17,0
2024-01-01 21:30:00,49.44,46.98,182.57,77.06,192.89,1.42,0
2024-01-01 21:35:00,52.75,76.18,198.69,69.38,167.48,1.85,0
2024-01-01 21:40:00,35.73,70.02,201.61,85.46,154.54,0.27,0
2024-01-01 21:45:00,44.4,53.77,235.8,120.9,192.03,1.6,0
2024-01-01 21:50:00,12.59,62.18,223.64,124.3,173.84,1.82,0
2024-01-01 21:55:00,34.76,63.34,193.74,81.51,81.19,0.0,0
2024-01-01 22:00:00,42.47,69.53,230.55,106.15,118.38,1.24,0
2024-01-01 22:05:00,32.52,53.45,216.03,136.69,160.14,1.31,0
2024-01-01 22:10:00,61.32,68.74,182.94,108.31,96.39,0.84,0
2024-01-01 22:15:00,30.7,55.62,195.01,128.43,123.07,0.75,0
2024-01-01 22:20:00,40.6,49.31,194.07,119.97,129.01,1.33,0
2024-01-01 22:25:00,46.31,65.79,220.21,81.8,142.32,0.69,0
2024-01-01 22:30:00,59.41,70.33,185.32,96.2,141.38,0.89,0
2024-01-01 22:35:00,30.64,80.7,184.38,100.7,141.33,1.41,0
2024-01-01 22:40:00,56.63,50.4,278.75,102.08,174.76,1.88,0
2024-01-01 22:45:00,96.05,96.57,803.74,118.33,142.04,22.58,1
2024-01-01 22:50:00,35.18,56.72,169.58,108.17,138.46,1.07,0
2024-01-01 22:55:00,49.62,66.27,222.84,41.28,109.52,0.74,0
2024-01-01 23:00:00,46.99,48.24,204.73,73.74,180.73,0.49,0
2024-01-01 23:05:00,39.0,49.9,215.66,56.25,129.86,1.55,0
2024-01-01 23:10:00,45.7,53.79,205.49,103.51,117.39,0.92,0
2024-01-01 23:15:00,41.15,60.63,247.59,104.81,156.39,1.58,0
2024-01-01 23:20:00,46.14,54.87,213.82,105.66,126.99,0.84,0
2024-01-01 23:25:00,51.62,65.27,197.52,80.82,134.22,0.68,0
2024-01-01 23:30:00,60.86,68.22,241.69,113.48,157.75,1.21,0
2024-01-01 23:35:00,32.62,64.8,209.33,114.33,140.21,0.96,0
2024-01-01 23:40:00,66.33,72.95,204.86,74.9,219.35,0.4,0
2024-01-01 23:45:00,25.48,63.33,212.56,70.68,147.76,1.91,0
2024-01-01 23:50:00,43.48,50.26,196.26,100.0,168.54,0.69,0
2024-01-01 23:55:00,50.88,70.91,200.37,135.84,91.75,1.46,0
2024-01-02 00:00:00,95.3,91.58,771.58,133.99,124.18,72.79,1
2024-01-02 00:05:00,38.77,67.28,169.95,111.27,117.39,0.37,0
2024-01-02 00:10:00,42.92,72.59,160.06,85.4,121.37,0.5,0
2024-01-02 00:15:00,40.07,63.65,144.32,117.74,162.47,0.85,0
2024-01-02 00:20:00,39.11,48.03,164.81,90.95,181.07,0.57,0
2024-01-02 00:25:00,53.5,52.65,193.03,84.65,160.34,1.86,0
2024-01-02 00:30:00,48.57,70.58,204.12,57.12,143.2,0.9,0
2024-01-02 00:35:00,38.07,58.65,189.15,102.05,131.07,1.44,0
2024-01-02 00:40:00,89.65,92.67,829.31,87.4,183.41,19.77,1
2024-01-02 00:45:00,48.07,66.07,262.98,101.93,212.14,1.13,0
2024-01-02 00:50:00,53.13,65.57,243.46,54.01,154.05,1.02,0
2024-01-02 00:55:00,51.3,62.23,217.83,103.4,178.18,1.62,0
2024-01-02 01:00:00,36.71,58.33,276.3,51.38,160.3,0.59,0
2024-01-02 01:05:00,39.4,57.5,160.91,121.76,172.67,1.86,0
2024-01-02 01:10:00,52.47,66.86,275.51,110.44,115.06,0.36,0
2024-01-02 01:15:00,51.1,64.43,161.39,94.43,135.36,1.39,0
2024-01-02 01:20:00,44.79,57.94,209.55,468.19,161.86,27.78,1
2024-01-02 01:25:00,46.17,68.66,149.05,80.44,186.37,0.84,0
2024-01-02 01:30:00,57.78,58.97,200.59,101.45,125.46,1.05,0
2024-01-02 01:35:00,39.08,53.19,215.45,115.9,89.0,0.76,0
2024-01-02 01:40:00,50.47,53.93,193.81,38.11,135.05,0.91,0
2024-01-02 01:45:00,42.98,52.17,228.56,91.06,180.3,0.31,0
2024-01-02 01:50:00,42.82,57.82,203.96,99.55,102.48,0.51,0
2024-01-02 01:55:00,55.99,69.87,179.1,96.07,114.69,1.25,0
2024-01-02 02:00:00,53.25,53.56,177.33,129.14,154.68,1.01,0
2024-01-02 02:05:00,53.14,61.51,232.44,77.52,146.52,0.65,0
2024-01-02 02:10:00,58.05,54.75,173.85,87.58,167.83,1.66,0
2024-01-02 02:15:00,45.21,57.92,236.62,61.68,113.14,0.39,0
2024-01-02 02:20:00,51.82,47.92,248.91,130.21,140.25,0.82,0
2024-01-02 02:25:00,41.9,58.24,133.25,95.07,185.86,0.75,0
2024-01-02 02:30:00,48.24,58.45,245.32,91.23,114.21,1.31,0
2024-01-02 02:35:00,43.7,64.32,282.42,98.95,194.31,1.02,0
2024-01-02 02:40:00,45.97,61.79,210.08,112.72,117.98,0.95,0
2024-01-02 02:45:00,50.95,50.41,223.96,106.95,175.48,0.08,0
2024-01-02 02:50:00,36.82,68.67,241.48,152.96,138.81,1.43,0
2024-01-02 02:55:00,65.92,61.68,188.98,109.08,115.65,0.89,0
2024-01-02 03:00:00,34.94,61.59,207.29,90.7,135.09,1.06,0
2024-01-02 03:05:00,32.86,59.93,147.43,88.77,166.35,0.63,0
2024-01-02 03:10:00,56.58,55.86,205.55,92.14,149.79,0.55,0
2024-01-02 03:15:00,52.92,61.74,219.92,69.96,183.55,1.75,0
2024-01-02 03:20:00,51.24,63.8,220.65,100.8,193.07,0.11,0
2024-01-02 03:25:00,51.28,46.02,242.62,115.67,114.51,0.47,0
2024-01-02 03:30:00,44.88,55.69,169.01,87.73,112.31,1.74,0
2024-01-02 03:35:00,36.03,57.96,178.7,83.85,110.86,1.32,0
2024-01-02 03:40:00,45.76,62.05,275.82,130.32,123.02,0.84,0
2024-01-02 03:45:00,38.23,69.55,193.99,71.47,183.13,1.62,0
2024-01-02 03:50:00,54.75,53.83,208.0,58.64,166.81,1.22,0
2024-01-02 03:55:00,43.53,56.02,197.32,76.94,133.65,1.12,0
2024-01-02 04:00:00,36.75,55.9,167.13,69.19,149.67,1.11,0
2024-01-02 04:05:00,41.79,53.59,264.94,107.72,192.13,1.23,0
2024-01-02 04:10:00,49.13,57.22,178.89,92.79,207.24,1.25,0
2024-01-02 04:15:00,39.36,66.17,154.91,95.61,157.78,2.1,0
2024-01-02 04:20:00,36.78,51.57,181.97,123.06,70.22,0.9,0
2024-01-02 04:25:00,47.44,63.42,119.93,86.17,158.92,0.92,0
2024-01-02 04:30:00,47.45,46.38,173.95,115.5,178.04,0.38,0
2024-01-02 04:35:00,39.93,55.51,161.27,130.23,156.74,0.97,0
2024-01-02 04:40:00,40.29,57.36,224.7,90.89,171.8,1.93,0
2024-01-02 04:45:00,47.32,73.4,173.06,114.74,160.71,1.49,0
2024-01-02 04:50:00,92.06,94.35,810.26,95.16,112.96,83.12,1
2024-01-02 04:55:00,30.93,42.39,255.94,118.48,123.41,1.02,0
2024-01-02 05:00:00,37.82,44.01,231.25,68.57,140.37,0.35,0
2024-01-02 05:05:00,42.87,60.27,191.38,67.09,181.96,0.52,0
2024-01-02 05:10:00,48.11,64.91,205.64,92.17,127.02,1.07,0
2024-01-02 05:15:00,59.75,63.0,139.0,82.22,163.68,0.75,0
2024-01-02 05:20:00,53.58,61.34,194.65,89.67,159.11,0.48,0
2024-01-02 05:25:00,43.4,69.3,165.58,95.61,197.59,1.24,0
2024-01-02 05:30:00,44.81,55.68,227.77,114.4,148.75,0.96,0
2024-01-02 05:35:00,34.97,67.16,302.91,91.85,97.36,0.22,0
